--------------------
BDMEP - INMET
--------------------
Estação           : OBIDOS - PA (OMM: 82178)
Latitude  (graus) : -1.91
Longitude (graus) : -55.51
Altitude  (metros): 37.00
Estação Operante
Inicio de operação: 01/01/1927
Periodo solicitado dos dados: 01/01/1900 a 01/01/2016
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;TempBulboSeco;TempBulboUmido;UmidadeRelativa;PressaoAtmEstacao;DirecaoVento;VelocidadeVentoNebulosidade;
82178;30/03/1971;1200;26.4;24;82;1007.9;0;0;0.6;
82178;30/03/1971;1800;30.5;25.5;67;1005.1;18;4.4;0.7;
82178;31/03/1971;0000;26;24.5;88;1005.2;9;2.4;0;
82178;31/03/1971;1200;27;24;78;1007.2;5;4.4;0.6;
82178;31/03/1971;1800;25;24.5;96;1005.5;36;6.7;0.8;
82178;01/04/1971;0000;23.5;22;88;1007.4;36;6.7;0.6;
82178;01/04/1971;1200;23.7;22;87;1009.8;36;2.4;0.7;
82178;01/04/1971;1800;29;25;72;1006.7;14;0.9;0.7;
82178;02/04/1971;0000;24.8;23.7;91;1007.2;36;2.4;0.6;
82178;02/04/1971;1200;24.5;23;88;1008.8;5;0.9;0.7;
82178;02/04/1971;1800;28.8;25.3;76;1006;36;4.4;0.7;
82178;03/04/1971;0000;26.5;25.5;92;1005.5;9;0.9;0.5;
82178;03/04/1971;1200;24.2;23.7;96;1008.3;0;0;0.9;
82178;03/04/1971;1800;25;24.7;98;1007.2;18;2.4;0.8;
82178;04/04/1971;0000;24.4;22;81;1007.8;36;4.4;0.6;
82178;04/04/1971;1200;23;21.8;90;1010.8;9;2.4;0.7;
82178;04/04/1971;1800;29.5;25.3;72;1007.5;18;2.4;0.7;
82178;05/04/1971;0000;25.6;24.8;94;1008.2;0;0;0.6;
82178;05/04/1971;1200;24.4;23.5;93;1011.5;9;0.9;0.7;
82178;05/04/1971;1800;30.8;25.3;64;1008.4;18;2.4;0.7;
82178;06/04/1971;0000;25.5;24.4;91;1007.9;36;0.9;0.7;
82178;06/04/1971;1200;25.6;24;88;1010.6;14;2.4;0.7;
82178;06/04/1971;1800;26;24.8;91;1009;5;0.9;0.9;
82178;07/04/1971;0000;24;23.5;96;1009.2;0;0;0.5;
82178;07/04/1971;1200;27.5;24.8;81;1010.3;9;4.4;0.6;
82178;07/04/1971;1800;29.8;26.5;77;1007.5;18;0.9;0.7;
82178;08/04/1971;0000;25.2;24.5;94;1007.1;0;0;0.6;
82178;08/04/1971;1200;24;23.4;95;1010.3;9;2.4;0.8;
82178;08/04/1971;1800;25;23;84;1007.8;36;6.7;0.7;
82178;09/04/1971;0000;23.7;23.5;98;1008;0;0;0.7;
82178;09/04/1971;1200;25;23;84;1010.4;9;4.4;0.6;
82178;09/04/1971;1800;29;26.5;82;1007;18;2.4;0.7;
82178;10/04/1971;0000;25.8;24.6;91;1007.1;9;0.9;0.7;
82178;10/04/1971;1200;26;24.8;91;1009.9;9;2.4;0.7;
82178;10/04/1971;1800;28;25.6;83;1007;5;0.9;0.8;
82178;11/04/1971;0000;25;24.5;96;1006.3;0;0;0;
82178;11/04/1971;1200;27;24;78;1008.6;36;0.9;0.4;
82178;11/04/1971;1800;30;26.5;76;1005.1;18;2.4;0.7;
82178;12/04/1971;0000;26;25;92;1005.1;9;2.4;0.5;
82178;12/04/1971;1200;25;23.8;91;1007.9;0;0;0.7;
82178;12/04/1971;1800;28;26;85;1005;14;0.9;0.7;
82178;13/04/1971;0000;25.4;24.5;93;1006.8;5;4.4;0.8;
82178;13/04/1971;1200;25.5;24;88;1009.6;0;0;0.7;
82178;13/04/1971;1800;24.8;24.5;98;1007.9;0;0;0.8;
82178;14/04/1971;0000;23.8;23.4;97;1007.8;9;0.9;0;
82178;14/04/1971;1200;23.8;23;94;1009.8;0;0;0.7;
82178;14/04/1971;1800;27;24.8;84;1007.5;14;6.7;0.7;
82178;15/04/1971;0000;24.8;23.8;92;1006.6;9;0.9;0;
82178;15/04/1971;1200;25;24;92;1009;9;2.4;0.6;
82178;15/04/1971;1800;27;25.2;87;1006.2;14;4.4;0.7;
82178;16/04/1971;0000;26;25;92;1005.9;0;0;0.5;
82178;16/04/1971;1200;25;23.7;90;1008.8;9;4.4;0.6;
82178;16/04/1971;1800;31.8;27;69;1005.5;18;0.9;0.7;
82178;17/04/1971;0000;27.8;25;80;1006.6;14;4.4;0.8;
82178;17/04/1971;1200;23.8;23;94;1008.8;14;2.4;0.7;
82178;17/04/1971;1800;26.6;24.5;84;1006;18;6.7;0.7;
82178;18/04/1971;0000;25.1;24;91;1006.2;9;0.9;0;
